name,price,image,speed,ram_type,modules,capacity,first_word_latency,cas_latency,price_gb,color,rating
Corsair Vengeance LPX 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6dfae63c89e50ebad8eea3d8292bc197.256p.jpg,DDR4-2400,DDR4,1 x 4GB,4GB,12.5 ns,15,,Black / Yellow,5
Crucial CT4K16G4WFD8266 64 GB,,,DDR4-2666,DDR4,4 x 16GB,64GB,14.254 ns,19,,Green,0
GeIL EVO X II AMD 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/08c61ee0b6b7e8b58c94fa9d082f0e58.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black,4.5
ADATA XPG SPECTRIX D41 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/249c1cf310f88d75e3555e201cdefdec.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Gray,0
Crucial Ballistix RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7698f2d9a01576c4fadc9e76feae642c.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,8.889 ns,16,,White,4.5
GeIL GeIL EVO POTENZA AMD 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAPB432GB3200C16ADC 32 GB,,,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Black,0
ADATA XPG LANCER 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4ddfdc225f34c5624b4eb80fe7039d3a.256p.jpg,DDR5-5200,DDR5,2 x 16GB,32GB,14.615 ns,38,,Black,0
VisionTek OCPC PISTA RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/d93c6f03c410697bcc3febd7b797b274.256p.jpg,DDR5-5200,DDR5,2 x 16GB,32GB,13.846 ns,36,,Gray,0
GOODRAM IRDM PRO 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7e38886167322c800dcd6c36c1b8a06e.256p.jpg,DDR4-3600,DDR4,1 x 8GB,8GB,10 ns,18,,White / Red,0
KingBank SharpBlade RGB 64 GB,,,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,,White,0
Crucial CT2K16G64C52CU5 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e7509a0297bfd988352c2c9e9241e179.256p.jpg,DDR5-6400,DDR5,2 x 16GB,32GB,16.25 ns,52,,Black,0
Crucial CT4G4RFS8266 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b1a50de95fd8542e49e5f950340e3584.256p.jpg,DDR4-2666,DDR4,1 x 4GB,4GB,14.254 ns,19,,Green / Black,0
Crucial CT48G56C46S5 48 GB,599.99,https://cdna.pcpartpicker.com/static/forever/images/product/0ddab8ba3ef515edf5f6512c29e187fa.256p.jpg,DDR5-5600,DDR5,1 x 48GB,48GB,16.429 ns,46,£12.500,Black,0
Kingston FURY Renegade 24 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/56587596a0ab484912bfa7ad91235d0c.256p.jpg,DDR5-7200,DDR5,1 x 24GB,24GB,10.556 ns,38,,Silver / Black,0
TEAMGROUP T-Create Master 64 GB,1831.67,https://cdna.pcpartpicker.com/static/forever/images/product/5fbf1774c7ec6e3f44d5be9aa45efbf9.256p.jpg,DDR5-6000,DDR5,4 x 16GB,64GB,10.667 ns,32,£28.620,Black,0
Crucial CT2K32G4SFD8266 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3dd7a85273daa89d3696ffb97fbe43ea.256p.jpg,DDR4-2666,DDR4,2 x 32GB,64GB,14.254 ns,19,,Green / Black,0
Crucial CT16G4WFD8266 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e53164bcf1ca0bf5a4e9d30dbe9b329f.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,,Green,0
V-Color TD48G26S819-VC 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2362ad9a893dc26c903ff24b53d1b7ac.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,,Black,5
Gigabyte DESIGNARE 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a5d1ce1acd9b3a75c2522bb637a0457a.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,,White / Black,5
TEAMGROUP T-Force Zeus 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7ceea80306d058fc467c0175d4d869e6.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,12.5 ns,20,,Red,4.5
G.Skill Trident Z Royal Elite 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/fc68ea242d4c2ff9c579fa266583febb.256p.jpg,DDR4-4800,DDR4,2 x 16GB,32GB,8.333 ns,20,,Silver,0
G.Skill Sniper X 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f512116b4bcc992d284b9cf61745932b.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,14.167 ns,17,,Black / Camo,5
Timetec 75TT36NU2R8-16GK2 32 GB,,,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,,Blue,0
Kingston HyperX Predator 32 GB,379.99,https://cdna.pcpartpicker.com/static/forever/images/product/444406f6e8d8df97bc65d959fd0f7a42.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,9.444 ns,17,£11.875,Black / Silver,4
Mushkin Enhanced Redline Stiletto 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/59f8da408249540a279f4ee8554a5f48.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,8.889 ns,16,,Black,4.5
V-Color TE532G60D830SKK 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/82da46af7f64ecfc3ab2dd7230b60122.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,,White,0
Crucial CT2K16G52C42S5 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/0d74e6b06b7717cde5f3eadd08a67dff.256p.jpg,DDR5-5200,DDR5,2 x 16GB,32GB,16.154 ns,42,,Black,0
Crucial CT2K8G4SFS8266 16 GB,134,,DDR4-2666,DDR4,2 x 8GB,16GB,14.254 ns,19,£8.375,Green / Black,5
Crucial CT32G4DFD8266 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/79e3acae3566bc81e6ebd11a9835e95c.256p.jpg,DDR4-2666,DDR4,1 x 32GB,32GB,14.254 ns,19,,Green / Black,0
Silicon Power SP064GBLVU560F22 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/50846d13475f41999e11ab74dc1c0014.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,16.429 ns,46,,Black,0
Samsung M391A2K43BB1-CRC 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8d4d50732ad61c5d20391a93369a0e81.256p.jpg,DDR4-2400,DDR4,1 x 16GB,16GB,14.167 ns,17,,Green,0
GeIL EVO SPEAR 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/cb8f0a6e4b730458be06794668bdfa5a.256p.jpg,DDR4-3000,DDR4,2 x 8GB,16GB,10.667 ns,16,,Black / Orange,5
Patriot Viper Elite 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/859485e41ebc22f8965ba8a55537f069.256p.jpg,DDR4-2666,DDR4,2 x 4GB,8GB,12.003 ns,16,,Silver,4.5
Patriot Viper Elite 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b551e85f0a43a6b8a01234342ff6a464.256p.jpg,DDR4-2666,DDR4,2 x 8GB,16GB,12.003 ns,16,,Silver / Black,4
OLOy MD4U323216DJDA 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,,Black,5
GeIL GeIL EVO POTENZA AMD 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model GAPR416GB3000C16ADC 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5b13cbee7bc8b31163b524ee9a79b17f.256p.jpg,DDR4-3000,DDR4,2 x 8GB,16GB,10.667 ns,16,,Red / Black,5
G.Skill Trident Z Royal 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3f022d1fab33c9449528fcde94d7df8e.256p.jpg,DDR4-4000,DDR4,4 x 32GB,128GB,9 ns,18,,Silver,5
Acer Predator Apollo RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bfa0435201fabf9bcb34184fc01eb866.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,8.889 ns,16,,Silver / Black,0
TEAMGROUP T-Force Xtreem 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/69494f7dd82267ee6f402e610878f845.256p.jpg,DDR4-4133,DDR4,2 x 8GB,16GB,8.71 ns,18,,Black / White,4.5
G.Skill Trident Z RGB 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2bd51ac22f62f50071472086b46ea6f6.256p.jpg,DDR4-3600,DDR4,8 x 32GB,256GB,8.889 ns,16,,,0
Silicon Power SP008GBLFU213B02 8 GB,59.95,https://cdna.pcpartpicker.com/static/forever/images/product/155125f0c1306875bddb1209a622aa79.256p.jpg,DDR4-2133,DDR4,1 x 8GB,8GB,14.065 ns,15,£7.494,,0
TEAMGROUP T-Create Master 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e95991d632042d5a92709aea0f44f1ea.256p.jpg,DDR5-6400,DDR5,8 x 16GB,128GB,10 ns,32,,Black,0
Acer Predator Hera RGB 32 GB,,,DDR5-6800,DDR5,2 x 16GB,32GB,9.412 ns,32,,Black,0
Silicon Power SP064GBSVU560F22 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ef428acd3d626c3e4330f4fd13f8f4d2.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,16.429 ns,46,,Black,4
Kingston KCP421NS8/4 4 GB,79.12,,DDR4-2133,DDR4,1 x 4GB,4GB,14.065 ns,15,£19.780,Black / Green,5
G.Skill Sniper X 32 GB,303,https://cdna.pcpartpicker.com/static/forever/images/product/996b5c93305cde96fe67f1336aa4ef9d.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,£9.469,Black / Camo,5
Silicon Power XPOWER Storm RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5cbfb4dddb98ccc45b28d730d9e1cebf.256p.jpg,DDR5-6000,DDR5,1 x 16GB,16GB,12 ns,36,,Black,0
Kingston KVR21R15S4K4/32 32 GB,368.38,,DDR4-2133,DDR4,4 x 8GB,32GB,14.065 ns,15,£11.512,Black / Green,0
Crucial CT4K16G4RFD4213 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/adca815e23bcfe8bd4ba0a369308a634.256p.jpg,DDR4-2133,DDR4,4 x 16GB,64GB,14.065 ns,15,,,0
PNY Anarchy 16 GB,,,DDR4-2400,DDR4,2 x 8GB,16GB,12.5 ns,15,,Black / Blue,4.5
Kingston KSM24RS8/8MEI 8 GB,100.04,https://cdna.pcpartpicker.com/static/forever/images/product/b5537d6d2876531265a93127616780ac.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,£12.505,Green / Black,0
Crucial CT32G4RFD4293 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/0c199fc5d9b13714d6efb55025a66c4a.256p.jpg,DDR4-2933,DDR4,1 x 32GB,32GB,14.32 ns,21,,Green / Black,0
ADATA XPG GAMMIX D30 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/27f992423993c0125509a98c582debd0.256p.jpg,DDR4-3000,DDR4,2 x 16GB,32GB,10.667 ns,16,,Silver / Black,0
Samsung SAMSUNG 64GB 288-Pin DDR4 SDRAM ECC DDR4 2933 (PC4 23400) LR DIMM Model M386A8K40CM2-CVF 64 GB,469.99,https://cdna.pcpartpicker.com/static/forever/images/product/5ca1d48c7fa5a353d093eba6506fb986.256p.jpg,DDR4-2933,DDR4,1 x 64GB,64GB,14.32 ns,21,£7.344,Green / Black,0
Lexar Hades OC 16 GB,,,DDR4-3200,DDR4,1 x 16GB,16GB,11.25 ns,18,,Gray / Black,0
V-Color Manta XPrism RGB 64 GB,,,DDR5-6000,DDR5,2 x 32GB,64GB,11.333 ns,34,,Silver,0
Corsair Dominator Titanium First Edition 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3bd86356a8e23b6badf4e2feb416a843.256p.jpg,DDR5-6600,DDR5,2 x 32GB,64GB,9.697 ns,32,,White,5
Mushkin Enhanced Essentials 16 GB,,,DDR4-3200,DDR4,2 x 8GB,16GB,13.75 ns,22,,Black,0
Patriot Viper Elite 5 Ultra 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/62b88bcde9d579819b245d62918524a7.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,,Black,0
Kingston KVR21R15D4/16 16 GB,123.25,https://cdna.pcpartpicker.com/static/forever/images/product/fac0715f6ed3f6a48dc1137d8b9c6605.256p.jpg,DDR4-2133,DDR4,1 x 16GB,16GB,14.065 ns,15,£7.703,Black / Green,5
Corsair Vengeance Performance 32 GB,276.8,https://cdna.pcpartpicker.com/static/forever/images/product/9fa964cd0e4bf5afb8c7389b32bdb0a7.256p.jpg,DDR4-2666,DDR4,2 x 16GB,32GB,13.503 ns,18,£8.650,Black / Yellow,0
Patriot Viper Elite 5 Ultra RGB 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/544b9408cd2ed3cd5de1023a628862ce.256p.jpg,DDR5-6000,DDR5,2 x 24GB,48GB,9.333 ns,28,,Black,0
Silicon Power SP016GBLFU266X22 16 GB,,,DDR4-2666,DDR4,2 x 8GB,16GB,14.254 ns,19,,,0
Crucial CT2K8G4DFS832A 16 GB,,,DDR4-3200,DDR4,2 x 8GB,16GB,13.75 ns,22,,Green / Black,5
Silicon Power SP008GBLFU240X02 8 GB,88.12,https://cdna.pcpartpicker.com/static/forever/images/product/979bc04bdab8879173b2ac03f2a74e85.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,£11.015,,0
Thermaltake TOUGHRAM 16 GB,1165.54,https://cdna.pcpartpicker.com/static/forever/images/product/e3ebac695f3505b637fae2e1cf455526.256p.jpg,DDR4-4000,DDR4,2 x 8GB,16GB,9.5 ns,19,£72.846,Black / Silver,0
TEAMGROUP Elite Plus 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b483332f38c5a5b338332d1b62bb59d4.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,13.333 ns,16,,Black / Gold,5
Corsair CMV4GX4M1A2133C15 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/24640a1d90bf0a7d35d18332a3aa21ff.256p.jpg,DDR4-2133,DDR4,1 x 4GB,4GB,14.065 ns,15,,Black,4
Acer UD100 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e447dc073527255bf8beb17633919127.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,,Black,0
Mushkin Enhanced Redline Stiletto 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/59f8da408249540a279f4ee8554a5f48.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,8.75 ns,14,,Black,0
Klevv CRAS XR5 RGB 32 GB,,,DDR5-6200,DDR5,2 x 16GB,32GB,10.323 ns,32,,White / Black,5
Kingston FURY Renegade Pro 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f19a579fbd8cc28059c848b09b771962.256p.jpg,DDR5-6400,DDR5,4 x 16GB,64GB,10 ns,32,,Black,0
PNY XLR8 Gaming MAKO EPIC-X RGB 32 GB,559.11,https://cdna.pcpartpicker.com/static/forever/images/product/a775f82d06d10e51c7225d800f1d9cc8.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,13.333 ns,40,£17.472,Black,4
G.Skill Ripjaws M5 Neo RGB 96 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/be5d8e0a47861cf896776006483ab4c1.256p.jpg,DDR5-6000,DDR5,2 x 48GB,96GB,10 ns,30,,White,0
Samsung M393A1G40DB0-CPB 8 GB,,,DDR4-2133,DDR4,1 x 8GB,8GB,14.065 ns,15,,Black / Green,0
G.Skill NT 8 GB,486.39,https://cdna.pcpartpicker.com/static/forever/images/product/7fdc4acea2399b731ff370f8526ed187.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,12.5 ns,15,£60.799,Black,4.5
Crucial CT2K32G52C42U5 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/99db9f41181bde47ef1807984f13883c.256p.jpg,DDR5-5200,DDR5,2 x 32GB,64GB,16.154 ns,42,,Black,0
V-Color TRA532G64D832O 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8c6c158c50f960e11b23d3570ff5e88f.256p.jpg,DDR5-6400,DDR5,8 x 32GB,256GB,10 ns,32,,Black,0
Kingston HyperX Savage 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/fdda73e23f6c244895f84cf3ca4b8372.256p.jpg,DDR4-2800,DDR4,1 x 8GB,8GB,10 ns,14,,Black / White,0
Corsair Dominator Platinum 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a18df498ce92e05fcaec732ed3960cde.256p.jpg,DDR4-3200,DDR4,4 x 16GB,64GB,10 ns,16,,Black / Silver,5
G.Skill FORTIS 64 GB,1439.12,,DDR4-2400,DDR4,4 x 16GB,64GB,12.5 ns,15,£22.486,Black / Red,0
Klevv BOLT 8 GB,,,DDR4-3000,DDR4,1 x 8GB,8GB,10 ns,15,,Black / Gold,0
Kingston HyperX Predator RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8de32f50ab68e4fbf884b36642bf60f1.256p.jpg,DDR4-3000,DDR4,2 x 16GB,32GB,10 ns,15,,Black,0
Crucial CT2K4G4DFS632A 8 GB,,,DDR4-3200,DDR4,2 x 4GB,8GB,13.75 ns,22,,Green / Black,0
Kingston KSM26ED8/16ME 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e274490f1e14ef6f74c1c65281ee0609.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,,Green,5
TEAMGROUP Team T-FORCE VULCAN Z 32GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD432G3000HC16C01 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e3488d1b7a025327c3252101cc31cb6a.256p.jpg,DDR4-3000,DDR4,1 x 32GB,32GB,10.667 ns,16,,Red,0
Antec Katana RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e22c4906f20b3c4123ddaaf9cfa3e251.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Black,4
Neo Forza MARS 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4f9a4217798b5b776e3623fa08e7d790.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Gray / Black,0
Neo Forza FAYE 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/9f2a175fff05cc4c0a0668800075473e.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,Silver / Black,0
Klevv BOLT XR 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b10b6740520a0b691cabc72ceff75eda.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Gold,0
Corsair Dominator Platinum RGB 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e2298fa5997ad4589a93788539b6366a.256p.jpg,DDR4-3200,DDR4,4 x 32GB,128GB,10 ns,16,,Black,0
ADATA XPG GAMMIX D45 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b60f63245135d0ab3f7b525458fa7e17.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,Black,4
Thermaltake TOUGHRAM XG RGB 64 GB,,,DDR4-3600,DDR4,2 x 32GB,64GB,10 ns,18,,White / Silver,0
Crucial CT32G52C42U5 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4dd4838a52e81eaa083a4603f673499a.256p.jpg,DDR5-5200,DDR5,1 x 32GB,32GB,16.154 ns,42,,Black,0
Crucial Ballistix MAX RGB 32 GB,,,DDR4-4400,DDR4,2 x 16GB,32GB,8.636 ns,19,,Black,0
Mushkin Redline ST 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/fb649a7689224b933bda487efdc42afa.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,9.375 ns,30,,Black,0
Kingston FURY Impact 64 GB,919.98,https://cdna.pcpartpicker.com/static/forever/images/product/ed356c337ab4a9ac48a75cd180f3233e.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,14.286 ns,40,£14.375,Black,0
Silicon Power SP016GBSVU520F02 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3405bd7ebad1205261ec65aa24fefad4.256p.jpg,DDR5-5200,DDR5,1 x 16GB,16GB,16.154 ns,42,,Black,0
Lexar LD4AS008G-B3200GSST 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bb68460efdb3cefbac514c89fda2bfdf.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,13.75 ns,22,,Black,0
Crucial CT32G4RFD4213 32 GB,,,DDR4-2133,DDR4,1 x 32GB,32GB,14.065 ns,15,,Green / Black,0
Silicon Power SP032GBLFU266X22 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e1dd1d0ddc8f5b47a87bebbfcab7d20b.256p.jpg,DDR4-2666,DDR4,2 x 16GB,32GB,14.254 ns,19,,,0
Mushkin Silverline 4 GB,114,,DDR4-2133,DDR4,1 x 4GB,4GB,14.065 ns,15,£28.500,Silver,0
Kingston KSM26RD8/16HAI 16 GB,,,DDR4-2666,DDR4,2 x 8GB,16GB,14.254 ns,19,,Green / Black,0
Silicon Power XPOWER Gaming 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e65cfb479fbaa0676fddbcb203608d89.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Gray,0
Crucial CT4K16G4DFD8213 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/77c042c6df4191fd0a02ceb44eb6a6f7.256p.jpg,DDR4-2133,DDR4,4 x 16GB,64GB,14.065 ns,15,,Black / Green,0
Patriot Viper 4 Blackout 8 GB,174.65,,DDR4-3200,DDR4,2 x 4GB,8GB,11.875 ns,19,£21.831,Black,5
Thermaltake H-ONE 16 GB,555.03,https://cdna.pcpartpicker.com/static/forever/images/product/7f71e0bb499e00a144598886d74d0d23.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£34.689,Black / Silver,5
Kingston Predator 32 GB,,,DDR4-3000,DDR4,2 x 16GB,32GB,10 ns,15,,Black,5
TEAMGROUP Dark Pro 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b3d8f9b18fb65e4bd8d60dbe97786b08.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,8.75 ns,14,,Black,5
G.Skill TridentZ RGB 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/58094b78d0fd3465fbcb3882fe21d642.256p.jpg,DDR4-3600,DDR4,8 x 16GB,128GB,7.778 ns,14,,Black,0
GeIL Pristine 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6d31586cc2f1864f783726492bdc7bfa.256p.jpg,DDR4-2400,DDR4,1 x 16GB,16GB,13.333 ns,16,,Black,0
Samsung M393A8G40MB2-CVF 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/d14719f5be2c69dc8f600f655535b99d.256p.jpg,DDR4-2933,DDR4,1 x 64GB,64GB,14.32 ns,21,,Green / Black,0
Kingston HyperX Fury 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a090468c73a06d37a35ca9e744090751.256p.jpg,DDR4-3600,DDR4,4 x 32GB,128GB,10 ns,18,,Black,0
Crucial CT16G4RFD8266-2G6E1 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/139cd7e4add589c33a88cb98feaf36b2.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,,Green / Black,0
TEAMGROUP T-Force Dark Pro 8Pack Ripped Edition 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/65cce5191b686b173f484f7a33153d24.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,7.778 ns,14,,Black / Silver,0
Kingston HyperX Fury RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/fe9d67f96675c923ac6730a1d5e0aa9d.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,,Black,0
G.Skill Trident Z Neo (For AMD Ryzen) 32 GB,,,DDR4-2666,DDR4,2 x 16GB,32GB,13.503 ns,18,,Black / White,0
G.Skill TridentZ RGB 256 GB,,,DDR4-3200,DDR4,8 x 32GB,256GB,8.75 ns,14,,Black,0
V-Color Prism Pro 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/31e1f2e233b76af0bbc5cd319ab9979e.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Black,0
V-Color SKYWALKER PLUS 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/da486d8fba0b9e8f157229a666f3a6cb.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Silver / Black,0
ADATA XPG GAMMIX D45 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/58f02a71c0aa3c68cae04957b9774b04.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Black,0
Mushkin Redline Lumina 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b51a21bc01027032ccebed1ae37b9c6d.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Black,2
Kingston ValueRAM 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/c7c05085dd45e1a8b01c9175ed0ad4c4.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,16.429 ns,46,,Green / Black,0
G.Skill Zeta R5 Neo 192 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7d7a197766e27b5e7f34745bd0d206ad.256p.jpg,DDR5-6400,DDR5,4 x 48GB,192GB,10 ns,32,,Black,0
Corsair CMT32GX5M2X7800C36 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ab31a5d18cf7a7ac637a3fc3289d5137.256p.jpg,DDR5-7800,DDR5,2 x 16GB,32GB,9.231 ns,36,,Black,0
Klevv Urbane V RGB 64 GB,,,DDR5-6400,DDR5,2 x 32GB,64GB,9.375 ns,30,,White,0
Patriot Viper Xtreme 5 RGB 32 GB,1107.91,https://cdna.pcpartpicker.com/static/forever/images/product/45c3ebcaf2c5da19932722c7953fdb8d.256p.jpg,DDR5-8000,DDR5,2 x 16GB,32GB,9.5 ns,38,£34.622,Black,0
TEAMGROUP Night Hawk RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5081876bd5a7b4cb146ef23620b9a289.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,White,4.5
Crucial CT4K16G4DFD824A 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/dd68aaf7deb2342133a00ece0335a0e2.256p.jpg,DDR4-2400,DDR4,4 x 16GB,64GB,14.167 ns,17,,Green / Black,0
Lexar Ares RGB 2nd Gen 48 GB,,,DDR5-8000,DDR5,2 x 24GB,48GB,10 ns,40,,Black,0
