name,price,type,color,psu,side_panel,external_volume,internal_35_bays
Fractal Design Meshify S2,0.00,ATX Mid Tower,Black,,Tinted Tempered Glass,58.3,3
Lian Li PC-V650,0.00,ATX Mini Tower,Black,,,38.2,7
Corsair Carbide Series SPEC-04,0.00,ATX Mid Tower,Black / Red,,Acrylic,42.8,3
NZXT H710i,0.00,ATX Mid Tower,Black,,Tempered Glass,58.6,4
SAMA NEVIEW 2851A,0.00,ATX Mid Tower,White,,Tempered Glass,53.9,1
Azza Celesta 340F,67.98,ATX Mid Tower,Black,,Tempered Glass,40.2,2
Fractal Design Meshify 3,159.99,ATX Mid Tower,White,,Tempered Glass,50.3,2
CiT F3 ARGB,0.00,MicroATX Mid Tower,White,,Tempered Glass,25.5,2
SSUPD Meshlicious,0.00,Mini ITX Tower,White,,Mesh,14.7,0
Fractal Design Pop Silent,0.00,ATX Mid Tower,Black,,Tempered Glass,46.2,2
Deepcool CH690 DIGITAL,0.00,ATX Mid Tower,White,,Tempered Glass,107.9,1
be quiet! Shadow Base 800 FX,239.89,ATX Mid Tower,White,,Tempered Glass,70.9,2
ADATA XPG VALOR AIR,0.00,ATX Mid Tower,White,,Tempered Glass,35.8,3
Phanteks Enthoo Pro M TG,0.00,ATX Mid Tower,Black,,Tinted Tempered Glass,56.4,2
Lian Li LANCOOL 205,0.00,ATX Mid Tower,White,,Tempered Glass,,2
Phanteks Eclipse P500A D-RGB,0.00,ATX Mid Tower,White / Black,,Tempered Glass,,2
darkFlash DK352,0.00,ATX Mid Tower,White,,Tempered Glass,43.1,2
Antec P10C,113.64,ATX Mid Tower,Black,,,51,3
Xilence Xilent Blade II,0.00,ATX Mid Tower,,,Tempered Glass,33.7,2
GameMax Spark,0.00,MicroATX Mid Tower,White,,Tempered Glass,26.5,1
KOLINK Citadel Mesh RGB,0.00,MicroATX Mini Tower,White,,Tempered Glass,34.5,2
SSUPD Meshlicious,0.00,Mini ITX Tower,Black,,Mesh,14.7,0
Fractal Design Pop Air,0.00,ATX Mid Tower,Green / Black,,Tempered Glass,46.2,2
Thermaltake AH T600,0.00,ATX Full Tower,Black,,Tempered Glass,161.6,2
NZXT H710,0.00,ATX Mid Tower,Black / Red,,Tempered Glass,58.6,4
Thermaltake H200 TG Snow RGB Light Strip,0.00,ATX Mid Tower,White,,Tempered Glass,39.7,2
Antec Nine Hundred,0.00,ATX Mid Tower,Black,,Acrylic,47.1,6
Corsair Carbide Series SPEC-01,0.00,ATX Mid Tower,Black,,Acrylic,38.3,4
DIYPC ARGB-Q3,0.00,MicroATX Mini Tower,Black,,Tempered Glass,38.6,2
KOLINK Observatory HF Glass ARGB,0.00,ATX Mid Tower,White,,Tempered Glass,35,2
KOLINK Rocket Heavy Vented,0.00,Mini ITX Desktop,Black,,Mesh,16.7,1
Thermaltake Divider 170 TG ARGB,0.00,MicroATX Mid Tower,Black,,Tempered Glass,36.5,2
Jonsbo D30,0.00,MicroATX Mini Tower,Black,,Tempered Glass,26.6,1
DIYPC DIY-S08,0.00,ATX Mid Tower,Green / Black,,Tempered Glass,33.2,2
Thermaltake Ceres 500,0.00,ATX Mid Tower,Black,,Tempered Glass,65.3,2
Zalman Z10 DUO,99.99,ATX Mid Tower,Black,,Tempered Glass,51.6,2
Cooler Master CMP 510,0.00,ATX Mid Tower,Black,,Tempered Glass,42,2
GameMax MeshBox Pro,0.00,ATX Mid Tower,Black,,Mesh,33.5,1
Deepcool CG580 4F,0.00,ATX Mid Tower,White,,Tempered Glass,51.5,2
NZXT H400i,0.00,MicroATX Mini Tower,Black,,Tempered Glass,36.9,1
NZXT H700i,0.00,ATX Mid Tower,Black / White,,Tempered Glass,58.6,2
Fractal Design Define R6,0.00,ATX Mid Tower,Black / White,,Tempered Glass,56.7,6
Phanteks EVOLV SHIFT XT,0.00,Mini ITX Desktop,Black,,Tempered Glass,17.5,0
darkFlash DPW90M,0.00,MicroATX Mid Tower,Black,,Tempered Glass,48.5,2
Silverstone ML05B,74.99,HTPC,Black,,,,0
Cougar Panzer Max,0.00,ATX Full Tower,Black,,Acrylic,90.5,2
ENDORFY Signum 300 Solid,0.00,ATX Mid Tower,Black,,,37.8,2
GAMDIAS NESO P1,165.99,ATX Full Tower,White,,Tempered Glass,75.2,5
Fractal Design Focus G,0.00,ATX Mid Tower,Black / Blue,,Acrylic,42.2,2
FSP Group CMT380,0.00,ATX Mid Tower,Black,,Tempered Glass,45.5,2
SHARKOON Rebel C50,459.39,ATX Mid Tower,White,,Mesh,52.4,3
Thermaltake Core P8 TG,0.00,ATX Full Tower,Black,,Tempered Glass,107.4,3
Fractal Design Focus 2,0.00,ATX Mid Tower,White / Black,,Tempered Glass,45.8,2
Cooler Master MasterBox TD500 ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,50.1,2
Phanteks Enthoo 719,0.00,ATX Full Tower,Black,,Tempered Glass,81.4,4
Corsair Obsidian Series 450D,0.00,ATX Mid Tower,Black,,Acrylic,51.6,3
Cooler Master MasterCase H500P Mesh ARGB,0.00,ATX Mid Tower,White,,Tempered Glass,71.4,2
Montech X1,0.00,ATX Mid Tower,White,,Tempered Glass,32.3,1
Apevia Genesis Pro,79.98,ATX Mid Tower,White,,Tempered Glass,35.7,3
Mars Gaming MC-400,0.00,MicroATX Mini Tower,Black,,Tempered Glass,29.9,2
Cougar Purity,0.00,MicroATX Mini Tower,Black,,,28.2,2
Silverstone FARA 312X,0.00,MicroATX Mini Tower,Black,,Tempered Glass,37.2,2
Fractal Design Meshify 2 Compact RGB,273.63,ATX Mid Tower,Black,,Tinted Tempered Glass,42.3,2
Zalman M4,0.00,MicroATX Mini Tower,Black,,Tempered Glass,34,2
SHARKOON M25-V,0.00,ATX Mid Tower,Black,,,43.9,3
Antec Performance 1 FT ARGB,0.00,ATX Full Tower,Black / Gray,,Tempered Glass,62.7,2
Cooler Master CMP 320,0.00,MicroATX Mid Tower,Black,,Tempered Glass,38.6,2
Fractal Design Torrent,0.00,ATX Mid Tower,Gray,,Tinted Tempered Glass,69.8,2
Lian Li PC-D8000,0.00,ATX Full Tower,Black,,,144.9,20
HP Omen X,0.00,MicroATX Desktop,Black / Red,,,,0
Cooler Master MasterBox Q300L TUF Gaming Edition,0.00,MicroATX Mini Tower,Black / Gold,,Acrylic,33.6,1
GAMDIAS TALOS E3 MESH ELITE,0.00,ATX Mid Tower,Black,,Tempered Glass,48.6,2
Cooler Master Elite 300 Steel,0.00,MicroATX Mid Tower,Black,,,35.8,2
Thermaltake The Tower 200,104.98,Mini ITX Tower,Turquoise,,Tempered Glass,45.1,2
darkFlash L280,125.99,ATX Mid Tower,Black,,Tempered Glass,54.6,2
Antec Dark League DF800 FLUX,0.00,ATX Mid Tower,Black,,Tempered Glass,,3
Thermaltake View 270,0.00,ATX Mid Tower,Black,,Tempered Glass,47.6,2
Xilence Xilent Breeze,0.00,ATX Mid Tower,Black,,Tempered Glass,44.5,2
CiT DS360,0.00,ATX Mid Tower,Black,,Tempered Glass,52.1,0
Fractal Design Torrent Compact RGB,0.00,ATX Mid Tower,White,,Tempered Glass,46.7,1
Cooler Master MasterBox MB511 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Corsair Graphite Series 780T,0.00,ATX Full Tower,Black / White,,Acrylic,109.9,6
Corsair Crystal 570X RGB,0.00,ATX Mid Tower,Black / Red,,Tempered Glass,57.5,2
Cooler Master MasterBox MB530P,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Montech HS02,95.9,ATX Mid Tower,White,,Tempered Glass,55.3,2
Streacom DA2 V2,259,Mini ITX Desktop,Black,,,17.5,0
Silverstone SUGO 15,160.08,Mini ITX Desktop,Silver,,,19.1,0
SHARKOON REV300,0.00,ATX Full Tower,Black,,Tempered Glass,65.6,4
Vetroo AL800,64.98,ATX Mid Tower,White,,Tempered Glass,46.4,2
Silverstone ML04B,116.1,HTPC,Black,,,16,2
Corsair iCUE 5000T RGB,239.99,ATX Mid Tower,White / Gray,,Tempered Glass,74.5,2
Cooler Master MasterFrame 700,191.99,ATX Full Tower,Black,,Tempered Glass,,4
Corsair 2500X Satin,159.99,MicroATX Mini Tower,White / Gray,,Tempered Glass,54.8,2
Fractal Design Core 2300,0.00,ATX Mid Tower,Black,,,37.8,3
Phanteks Eclipse P600S,0.00,ATX Mid Tower,Gray / Black,,Tinted Tempered Glass,,4
Deepcool MATREXX 70 ADD-RGB 3F,0.00,ATX Mid Tower,Black,,Tempered Glass,54.2,2
NZXT Phantom,0.00,ATX Full Tower,White / Black,,,74.3,7
Topower TP-3030BB-450,0.00,MicroATX Mini Tower,Black,450,,25.3,4
SHARKOON VS4-W,0.00,ATX Mid Tower,Black / Blue,,Acrylic,,3
MSI MAG SHIELD M301,0.00,MicroATX Mini Tower,Black,,,25,1
Aerocool Viewport Mini V2,0.00,MicroATX Mini Tower,Black,,Tempered Glass,35,1
Vetroo M05,64.98,MicroATX Mid Tower,White,,Tempered Glass,36.3,2
Thermaltake CTE E550,166.99,ATX Mid Tower,Black,,Tempered Glass,77.4,3
MagniumGear Neo V2,0.00,ATX Mid Tower,Black,,Tempered Glass,38.3,2
Silverstone ML09,110.43,HTPC,Black,,,,0
Cougar Duoface Pro RGB,0.00,ATX Mid Tower,White,,Tempered Glass,55.4,2
Gigabyte C301 GLASS V2,0.00,ATX Mid Tower,Black,,Tempered Glass,50.6,2
Jonsbo T8 PLUS,0.00,Mini ITX Desktop,Black,,Tempered Glass,12.5,0
Cooler Master MasterBox MB511,0.00,ATX Mid Tower,Black / Red,,Acrylic,,2
Corsair Obsidian Series 500D Premium,0.00,ATX Mid Tower,Black,,Tinted Tempered Glass,59.4,2
Antec CX300M RGB,0.00,MicroATX Mini Tower,Black,,Tempered Glass,41.1,2
Cougar Archon 2 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,37.5,2
HYTE Y60 Ouro Kronii,280,ATX Mid Tower,White / Gold,,Tempered Glass,60,2
Thermaltake CTE E550,169.95,ATX Mid Tower,Green / Black,,Tempered Glass,77.4,3
CiT S8i,0.00,MicroATX Desktop,Black,,,8.6,1
MSI MPG Sekira 100R,0.00,ATX Mid Tower,Black,,Tinted Tempered Glass,42.9,2
DAN Cases A4-SFXv4.1,0.00,Mini ITX Desktop,Silver,,,7.5,0
Corsair Graphite Series 600T,0.00,ATX Mid Tower,White / Black,,Acrylic,79.3,6
Corsair SPEC-OMEGA RGB,0.00,ATX Mid Tower,White / Black,,Tempered Glass,,3
Chieftec CI-01B-OP,184.88,MicroATX Desktop,Black,,,33.6,2
In Win A3,69.56,MicroATX Mini Tower,Black,,Tempered Glass,29.9,2
MSI MAG VAMPIRIC 300R MIDNIGHT GREEN,0.00,ATX Mid Tower,Green,,Tempered Glass,54.1,2
KOLINK Stronghold M,0.00,MicroATX Mini Tower,Black,,Tempered Glass,28.5,2
Aerocool CS-109-G,0.00,ATX Mid Tower,Black,,Tempered Glass,23.7,2
MagniumGear NEO QUBE 2,0.00,ATX Mid Tower,White,,Tempered Glass,55.9,2
be quiet! Silent Base 802,0.00,ATX Mid Tower,White,,,83.8,3
Thermaltake CTE T500 Air,0.00,ATX Full Tower,Black,,Tempered Glass,87.3,4
Thermaltake Level 20 MT,0.00,ATX Mid Tower,Black,,Tempered Glass,43.7,2
Cooler Master Elite 100,0.00,MicroATX Slim,Black,150,,5.6,2
NZXT Phantom 410,0.00,ATX Mid Tower,White / Black,,Acrylic,58.5,6
NZXT S340,0.00,ATX Mid Tower,Black / Red,,Acrylic,38.4,3
Thermaltake Level 20 XT,0.00,ATX Desktop,Black / Silver,,Tempered Glass,126.4,6
Aerocool Cylon Mini,0.00,MicroATX Mini Tower,Black,,Acrylic,,2
Cooler Master MasterBox Pro 5 ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,53,2
Corsair 480T,0.00,ATX Mid Tower,Black,,Tempered Glass,45.4,0
SHARKOON QB ONE,159.76,Mini ITX Desktop,Black,,Mesh,14.9,2
Antec Performance 1 FT,305.87,ATX Full Tower,White,,Tempered Glass,62.7,2
MagniumGear Neo Micro V2,0.00,MicroATX Mid Tower,Silver / Black,,Tempered Glass,,2
SHARKOON MK6 RGB,0.00,MicroATX Mid Tower,White,,Tempered Glass,43.6,2
Thermaltake Core P6,187.9,ATX Mid Tower,White / Black,,Tempered Glass,76.4,4
Fractal Design Meshify 2 Lite,466.15,ATX Mid Tower,White / Black,,Tempered Glass,61.7,2
Fractal Design Epoch RGB,129.99,ATX Mid Tower,White,,Tempered Glass,45.1,2
be quiet! Pure Base 500,0.00,ATX Mid Tower,Gray,,Tempered Glass,46,2
Corsair 6500X,199.99,ATX Mid Tower,White / Gray,,Tempered Glass,78.3,2
Phanteks Eclipse P200A DRGB,0.00,Mini ITX Tower,Black,,Tempered Glass,29.9,0
Fractal Design Define 7,0.00,ATX Mid Tower,White,,Tempered Glass,62.4,6
Corsair Carbide Series 300R,0.00,ATX Mid Tower,Black,,,45.7,4
Corsair Vengeance C70,0.00,ATX Mid Tower,Black,,Acrylic,61.4,6
Fractal Design Node 605,0.00,HTPC,Black,,,25.5,4
Corsair Carbide Series 270R,0.00,ATX Mid Tower,Black,,Acrylic,,2
Silverstone SETA A2,199.99,ATX Mid Tower,Black,,Tempered Glass,68.7,11
HYTE Watson Amelia Y40,279.99,ATX Mid Tower,Gold / Black,,Tempered Glass,49.7,1
SHARKOON VS9,0.00,ATX Mid Tower,Black,,,42.1,2
Deepcool CH780,0.00,ATX Full Tower,White,,Tempered Glass,72.7,2
Jonsbo U4 Mini,0.00,MicroATX Desktop,Black,,Tempered Glass,37.6,1
NZXT H7 Elite (2022),199.99,ATX Mid Tower,,,Tempered Glass,55.8,2
KOLINK STRONGHOLD,0.00,ATX Mid Tower,Black,,Tinted Tempered Glass,,3
Fractal Design Define 7 XL Light,0.00,ATX Full Tower,Black,,Tempered Glass,82,6
Fractal Design Define Mini C TG,0.00,MicroATX Mid Tower,Black,,Tempered Glass,36.9,2
NZXT S340,0.00,ATX Mid Tower,Black / Blue,,Acrylic,38.4,3
Cougar PANZER MAX-G,0.00,ATX Full Tower,Black,,Tempered Glass,90.5,2
MUSETEX ‎TW8-S6 Mesh,0.00,ATX Mid Tower,Black,,Tempered Glass,39.5,2
Streacom DA6,139,Mini ITX Test Bench,Silver,,,19.9,4
Antec NX100,0.00,ATX Mid Tower,Black / Gray,,Acrylic,37.7,2
Antec P20C ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,50.6,2
Mars Gaming MCZW,0.00,MicroATX Mid Tower,White / Black,,Tempered Glass,,1
Thermaltake Ceres 300 TG ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,53.9,1
Deepcool CH510 MESH DIGITAL,0.00,ATX Mid Tower,Black,,Tempered Glass,49.2,2
Deepcool CH560,0.00,ATX Mid Tower,White,,Tempered Glass,49.6,2
Jonsbo D30,0.00,MicroATX Mini Tower,White,,Tempered Glass,26.6,1
Zalman Z10 PLUS,0.00,ATX Mid Tower,Black,,Tempered Glass,51.6,2
Phanteks Evolv X,0.00,ATX Mid Tower,Black,,Tinted Tempered Glass,64.9,4
Cooler Master Elite 430,0.00,ATX Mid Tower,Black,,Acrylic,39.5,5
Raidmax Simplex ATX-618B,0.00,MicroATX Mid Tower,Black,,,43.4,5
Cooler Master Storm Trooper,0.00,ATX Full Tower,Black,,,87.7,8
NZXT H500i,0.00,ATX Mid Tower,Black,,Tempered Glass,41.3,3
NZXT H7,0.00,ATX Mid Tower,Black,,Tempered Glass,55.8,2
Aerocool Dryft Mini V2,0.00,MicroATX Mid Tower,Black,,Tempered Glass,47,1
FormD T1 V2.1 Aluminum Coated,0.00,Mini ITX Desktop,Silver,,Mesh,,0
Montech HS01,89.9,ATX Mid Tower,White,,Tempered Glass,55.3,2
Azza Pyramid Mesh,419.99,ATX Mid Tower,Silver / Black,,Mesh,140.5,1
HYTE Mori Calliope Y40,349.99,ATX Mid Tower,Black / Red,,Tempered Glass,49.7,1
Zalman M2 Mini Silver,0.00,Mini ITX Desktop,Silver / Black,,Tempered Glass,11.6,0
Azza Legionaire 470,109.99,ATX Mid Tower,Black,,Mesh,46.8,2
SHARKOON TG6 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,,3
Corsair Carbide Series Air 240,0.00,MicroATX Mid Tower,Black,,Acrylic,32.8,3
Cooler Master MasterBox Lite 5 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,42.7,2
In Win A5,105,ATX Mid Tower,Black,,Tempered Glass,34.9,2
Thermaltake Tower 900 Snow Edition,0.00,ATX Full Tower,White,,Tempered Glass,153.6,6
ADATA XPG Battlecruiser II,179.99,ATX Mid Tower,Black,,Tempered Glass,62.6,5
Silverstone ML08,136.22,HTPC,Black,,Acrylic,,0
KOLINK Citadel Mesh RGB,0.00,MicroATX Mini Tower,Black,,Tempered Glass,34.5,2
be quiet! Silent Base 601,184.35,ATX Mid Tower,Black / Silver,,Tempered Glass,,3
Cougar MX410 MESH-G RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,36.3,2
Fractal Design Node 202,0.00,HTPC,Black,450,,11,0
Corsair 5000D,0.00,ATX Mid Tower,Black,,Tempered Glass,66.2,2
Corsair Carbide Series SPEC-03,0.00,ATX Mid Tower,Black / Red,,Acrylic,36.1,3
NOX Hummer MC,0.00,ATX Mid Tower,Black / Red,,Acrylic,43.6,2
YEYIAN Armageddon 2200,0.00,ATX Mid Tower,Black,,Tempered Glass,44,2
SSUPD Meshroom S V2,0.00,MicroATX Mini Tower,White,,Mesh,14.9,2
be quiet! Pure Base 501 Airflow,114.9,ATX Mid Tower,White,,Tempered Glass,48.1,2
GAMDIAS MARS E2,79.99,MicroATX Mid Tower,Black,,Tempered Glass,,2
Mars Gaming MC-MPRO,0.00,MicroATX Mini Tower,,,Tempered Glass,29.9,2
CiT MTX-008B,0.00,Mini ITX Desktop,Black,300,,8.6,1
Asus TUF Gaming GT502 Plus,0.00,ATX Mid Tower,White,,Tempered Glass,57.2,4
Thermaltake Core P1,0.00,Mini ITX Tower,Black,,Tempered Glass,53.2,1
Thermaltake The Tower 200,0.00,Mini ITX Tower,Pink,,Tempered Glass,45.1,2
In Win 101,0.00,ATX Mid Tower,White,,Tempered Glass,48.3,2
GameMax White Diamond ARGB,0.00,ATX Mid Tower,White / Black,,Tempered Glass,,2
Cooler Master MasterBox NR200P,0.00,Mini ITX Desktop,Pink / White,,Tempered Glass,20.3,2
MSI MPG GUNGNIR 120R,0.00,ATX Mid Tower,Black,,Tempered Glass,45.5,2
Thermaltake Ceres 350 MX,144.98,ATX Mid Tower,Green / Black,,Tempered Glass,52.5,1
Antec ISK 110 VESA U3,537.2,Mini ITX Desktop,Black,90,,4.1,0
Cougar Duoface RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,43.6,2
KOLINK Void Rift,0.00,ATX Mid Tower,Black,,Tempered Glass,38.8,2
Corsair FRAME 5000D RS ARGB,0.00,ATX Mid Tower,White,,Tempered Glass,75.3,2
Cooler Master Silencio S400,356.98,MicroATX Mini Tower,Black,,Tempered Glass,,4
Mars Gaming MCM,0.00,MicroATX Mini Tower,Black,,Tempered Glass,20.5,2
SHARKOON PURE STEEL RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,,3
Thermaltake Core W100,0.00,ATX Full Tower,Black,,Acrylic,,10
Cougar Conquer 2,0.00,ATX Mid Tower,Black / Orange,,Tempered Glass,172.8,2
Thermaltake Core P6,0.00,ATX Mid Tower,Green / Black,,Tempered Glass,76.4,4
NZXT H210,0.00,Mini ITX Tower,Black / Red,,Tempered Glass,27.3,1
Corsair Obsidian Series 800D,0.00,ATX Full Tower,Black,,Acrylic,84.6,2
Raidmax Cyclone,0.00,ATX Mid Tower,Black / Red,,,34.1,5
Cooler Master Cosmos II,0.00,ATX Full Tower,Black,,,160.8,13
Cooler Master MasterBox 5,0.00,ATX Mid Tower,Black,,Acrylic,52.2,2
Phanteks ECLIPSE G500A Performance,0.00,ATX Mid Tower,Black,,Tempered Glass,61.8,2
GALAX REV-05,0.00,ATX Full Tower,White,,Tempered Glass,39.5,2
MagniumGear Neo Air 2,0.00,ATX Mid Tower,Black / Brown,,Tempered Glass,41.9,2
Aerocool Cipher,186,ATX Mid Tower,Black,,,48.2,12
Mars Gaming MC-CORE,103.8,MicroATX Mid Tower,Black,,Tempered Glass,14.6,3
Azza Elise,69.98,MicroATX Mid Tower,Black / Pink,,Tempered Glass,34.4,2
Thermaltake CTE T500,154.98,ATX Full Tower,Black,,Tempered Glass,87.3,4
KOLINK Inspire K12 ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,35,2
Streacom DA6 XL,0.00,Mini ITX Test Bench,Black / Silver,,,21.5,4
SSUPD Meshroom D,0.00,Mini ITX Desktop,White,,Mesh,15,3
Fractal Design Define XL R2,0.00,ATX Full Tower,Black,,,72.1,8
Jonsbo D400,0.00,ATX Mid Tower,Black,,Tempered Glass,59.9,2
Thermaltake The Tower 500,0.00,ATX Mid Tower,White,,Tempered Glass,93.9,8
Cougar Uniface,0.00,ATX Mid Tower,Black,,Tempered Glass,53.9,2
NOX Hummer ASTRA,0.00,ATX Mid Tower,Black,,Tempered Glass,54.7,2
Cooler Master Storm Enforcer,0.00,ATX Mid Tower,Black,,Acrylic,57.5,6
Phanteks Eclipse P300,0.00,ATX Mid Tower,,,Tinted Tempered Glass,36,2
Silverstone TJ08B-E,155.97,MicroATX Mini Tower,Black,,,30.2,4
Silverstone CS380,253.2,ATX Mid Tower,Black,,,45,8
Silverstone FARA H1M,72.89,MicroATX Mini Tower,White,,Tempered Glass,30.1,2
Montech HS01 PRO,114.9,ATX Mid Tower,White,,Tempered Glass,55.3,2
Geometric Future M4 King Arthur,0.00,ATX Mid Tower,Black / Yellow,,Tempered Glass,37.9,2
darkFlash J11,79.98,ATX Mid Tower,Black,,Tempered Glass,38.7,2
KOLINK UNITY PEAK ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,41,2
Fractal Design Meshify 2 Compact TG Light Tint,0.00,ATX Mid Tower,Gray / Black,,Tempered Glass,42.3,2
Cooler Master Cosmos C700P Black Edition,0.00,ATX Full Tower,Black,,Tempered Glass,127.3,2
Thermaltake View 51 ARGB Edition,0.00,ATX Full Tower,Black,,Tempered Glass,91,2
Fractal Design Ridge PCIe 3.0,0.00,Mini ITX Tower,Black,,Mesh,16.3,0
Deepcool MATREXX 55,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Antec NX200M RGB,0.00,MicroATX Mini Tower,Black,,Tempered Glass,30.6,2
eBlaztr eBlaztr,0.00,Mini ITX Desktop,Black,,Mesh,19.4,0
Thermaltake Core P3 TG Snow Edition,0.00,ATX Mid Tower,White,,Tempered Glass,80.1,2
Corsair Graphite Series 760T,0.00,ATX Full Tower,White,,Acrylic,78.8,6
Corsair Carbide Series 88R,0.00,MicroATX Mid Tower,Black,,Acrylic,,2
Corsair Carbide Series SPEC-ALPHA,0.00,ATX Mid Tower,Black / Red,,Acrylic,,3
NZXT H210i,0.00,Mini ITX Tower,Black,,Tempered Glass,27.3,1
BitFenix BitFenix Neos Window Side Panel Computer Case,0.00, ATX/Micro ATX/Mini-ITX Form Factor, Compatible with ATX PSU,0.00,ATX Mid Tower,White / Red,,Acrylic,37,3
Phanteks Enthoo Pro,0.00,ATX Full Tower,Black,,,68.6,6
Gigabyte AORUS C400,329.02,ATX Mid Tower,Black,,Tempered Glass,42.8,2
KOLINK Observatory MX Glass ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,30.8,2
Cooler Master MasterBox MB600L V2,0.00,ATX Mid Tower,Black,,Tempered Glass,37.7,2
be quiet! Shadow Base 800 DX,147.9,ATX Mid Tower,White,,Tempered Glass,70.9,2
Fractal Design Pop Silent,0.00,ATX Mid Tower,White,,Tempered Glass,46.2,2
SHARKOON VK2 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,40.5,2
Chieftec BE-10B-300,0.00,MicroATX Mini Tower,Black,300,,8.8,2
Fractal Design Meshify 2 Compact RGB,0.00,ATX Mid Tower,White,,Tempered Glass,42.3,2
NZXT H7 Elite (2022),0.00,ATX Mid Tower,,,Tempered Glass,55.8,2
Deepcool CG540,0.00,ATX Mid Tower,Black,,Tempered Glass,49.2,2
Jonsbo D31 STD Screen,0.00,MicroATX Mini Tower,Black,,Tempered Glass,31.3,1
Segotep Phoenix T1,0.00,ATX Mid Tower,White,,Tempered Glass,65.5,2
APNX V1,0.00,ATX Mid Tower,Black,,Tempered Glass,70.4,2
Fractal Design Node 304,0.00,Mini ITX Tower,White,,,19.5,6
Antec TORQUE,0.00,ATX Mid Tower,Black / Red,,Tempered Glass,114,1
NOX Hummer Quantum,0.00,ATX Mid Tower,Black,,Tempered Glass,47.9,2
Thermaltake Level 20 VT,0.00,MicroATX Desktop,Black / Silver,,Tempered Glass,49.4,3
Fractal Design Arc Midi R2,0.00,ATX Mid Tower,Black,,Acrylic,55.6,8
NZXT Noctis 450,0.00,ATX Mid Tower,Black / Red,,Acrylic,,6
NZXT H710i,191.65,ATX Mid Tower,Black / Red,,Tempered Glass,58.6,4
Segotep Phoenix,0.00,ATX Mid Tower,Black,,Tempered Glass,52.9,2
Svive Halo S650,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Lian Li Lancool 170M,0.00,MicroATX Mini Tower,Black,,Tempered Glass,22.2,1
Aerocool P300C,0.00,MicroATX Mini Tower,White,,Tempered Glass,49.8,2
KOLINK UNITY CODE X,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Mars Gaming MC-S1,0.00,MicroATX Mini Tower,Pink,,Acrylic,18.6,1
Lian Li LL01,154.99,ATX Mid Tower,Black,,Tempered Glass,49.5,2
Silverstone ML04 Type-C,140.85,HTPC,Black,,Mesh,16,2
Thermaltake Versa H24,161,ATX Mid Tower,Black,,,42.6,3
Azza Cube 802 RGB,379.99,ATX Mid Tower,Black,,Tempered Glass,,1
Silverstone SUGO 14,0.00,Mini ITX Desktop,White,,,19.5,0
MSI MPG GUNGNIR 110M,0.00,ATX Mid Tower,Black,,Tempered Glass,41.6,2
Thermaltake Core X71,0.00,ATX Full Tower,Black,,Acrylic,,3
SSUPD Meshroom S w/PCIe 4.0 Riser,0.00,ATX Mini Tower,Green,,Mesh,14.9,0
Lian Li O11D XL-A,0.00,ATX Full Tower,Silver / Black,,Tempered Glass,68.9,4
DIYPC V3Plus,0.00,Mini ITX Tower,Black,,,10.5,1
Corsair Carbide Series 600C,0.00,ATX Full Tower,Black,,Acrylic,63.2,2
Rosewill NAUTILUS,0.00,ATX Mid Tower,Black / Blue,,Acrylic,,3
Enermax StarryFort SF30,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Rosewill CULLINAN V500 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Cougar FV270 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,72.7,2
APNX V1,0.00,ATX Mid Tower,White / Brown,,Tempered Glass,70.4,2
RAIJINTEK Metis Plus,74.9,Mini ITX Tower,White,,Acrylic,13.4,2
Silverstone DS380B,221.99,Mini ITX Tower,Black,,,,0
Cooler Master Elite 500 ODD,0.00,ATX Mid Tower,Black,,Tempered Glass,43.1,2
Fractal Design Torrent Compact,0.00,ATX Mid Tower,White,,Tempered Glass,46.7,1
Silverstone FARA 512Z,94.46,ATX Mid Tower,Black,,Tempered Glass,43.3,2
Thermaltake Ceres 350 MX,139.99,ATX Mid Tower,Blue,,Tempered Glass,52.5,1
Armoury D60,0.00,ATX Mid Tower,Black,,Tempered Glass,59.3,1
Nanoxia NXDS4B,0.00,MicroATX Mini Tower,Black,,,,6
LC-Power Gaming 8001B Pro-Storm,0.00,ATX Mid Tower,White,,Tempered Glass,53.6,2
